issue_number,repository,title,description,labels,created_at,comments,reactions,url,
71,facebook/react,"[DevTools Bug] The ""path"" argument must be of type string. Received undefined","### Website or app

private repo

### Repro steps

- Just opening the devtools in a React Native App and inspecting components I got this error: The ""path"" argument must be of type string. Received undefined.
<img width=""1046"" alt=""Screenshot 2024-09-06 at 4 54 59?PM"" src=""https://github.com/user-attachments/assets/50d942d8-85f4-4bb1-8a1f-039fe302b370"">

### Development Environment
Device: MacBook Air M1 (2020)
Processor: Apple Silicon (M1)
Operating System: macOS Sonoma v.14.6.1
Architecture: ARM64
Package Manager: Yarn 

### Dependencies
React: 18.2.0
React Native: 0.74.2
React Navigation:
@react-navigation/native: 6.1.17
@react-navigation/stack: 6.3.29
@react-navigation/drawer: 6.6.15
@react-navigation/bottom-tabs: 6.5.20
@react-navigation/native-stack: 6.9.26


### How often does this bug happen?

Every time

### DevTools package (automated)

react-devtools-core

### DevTools version (automated)

4.28.5-ef8a840bd

### Error message (automated)

The ""path"" argument must be of type string. Received undefined

### Error call stack (automated)

```text
at __node_internal_captureLargerStackTrace (node:internal/errors:484:5)
    at new NodeError (node:internal/errors:393:5)
    at validateString (node:internal/validators:163:11)
    at isAbsolute (node:path:1157:5)
    at f_ (/Users/cayolegal/Documents/BDP/labarra-app-py/node_modules/react-devtools-core/dist/standalone.js:2:1371384)
    at k_ (/Users/cayolegal/Documents/BDP/labarra-app-py/node_modules/react-devtools-core/dist/standalone.js:2:1376557)
    at xu (/Users/cayolegal/Documents/BDP/labarra-app-py/node_modules/react-devtools-core/dist/standalone.js:2:1212586)
    at an (/Users/cayolegal/Documents/BDP/labarra-app-py/node_modules/react-devtools-core/dist/standalone.js:2:39841)
    at Ns (/Users/cayolegal/Documents/BDP/labarra-app-py/node_modules/react-devtools-core/dist/standalone.js:2:117187)
    at Il (/Users/cayolegal/Documents/BDP/labarra-app-py/node_modules/react-devtools-core/dist/standalone.js:2:101534)
    at Rl (/Users/cayolegal/Documents/BDP/labarra-app-py/node_modules/react-devtools-core/dist/standalone.js:2:101463)
    at Nl (/Users/cayolegal/Documents/BDP/labarra-app-py/node_modules/react-devtools-core/dist/standalone.js:2:101281)
    at Sl (/Users/cayolegal/Documents/BDP/labarra-app-py/node_modules/react-devtools-core/dist/standalone.js:2:98382)
    at pl (/Users/cayolegal/Documents/BDP/labarra-app-py/node_modules/react-devtools-core/dist/standalone.js:2:97812)
    at Immediate.D [as _onImmediate] (/Users/cayolegal/Documents/BDP/labarra-app-py/node_modules/react-devtools-core/dist/standalone.js:2:185245)
    at process.processImmediate (node:internal/timers:471:21)
```


### Error component stack (automated)

```text
at xu (/Users/cayolegal/Documents/BDP/labarra-app-py/node_modules/react-devtools-core/dist/standalone.js:2:1211637)
    at Fl (/Users/cayolegal/Documents/BDP/labarra-app-py/node_modules/react-devtools-core/dist/standalone.js:2:1182513)
    at Suspense
    at ms (/Users/cayolegal/Documents/BDP/labarra-app-py/node_modules/react-devtools-core/dist/standalone.js:2:1166739)
    at div
    at Hs (/Users/cayolegal/Documents/BDP/labarra-app-py/node_modules/react-devtools-core/dist/standalone.js:2:1172940)
    at cu (/Users/cayolegal/Documents/BDP/labarra-app-py/node_modules/react-devtools-core/dist/standalone.js:2:1202150)
    at div
    at div
    at si (/Users/cayolegal/Documents/BDP/labarra-app-py/node_modules/react-devtools-core/dist/standalone.js:2:1127258)
    at ko (/Users/cayolegal/Documents/BDP/labarra-app-py/node_modules/react-devtools-core/dist/standalone.js:2:1151045)
    at /Users/cayolegal/Documents/BDP/labarra-app-py/node_modules/react-devtools-core/dist/standalone.js:2:1231603
    at ms (/Users/cayolegal/Documents/BDP/labarra-app-py/node_modules/react-devtools-core/dist/standalone.js:2:1166739)
    at /Users/cayolegal/Documents/BDP/labarra-app-py/node_modules/react-devtools-core/dist/standalone.js:2:1169395
    at div
    at div
    at div
    at Ss (/Users/cayolegal/Documents/BDP/labarra-app-py/node_modules/react-devtools-core/dist/standalone.js:2:1169229)
    at ic (/Users/cayolegal/Documents/BDP/labarra-app-py/node_modules/react-devtools-core/dist/standalone.js:2:1233344)
    at Wu (/Users/cayolegal/Documents/BDP/labarra-app-py/node_modules/react-devtools-core/dist/standalone.js:2:1225803)
    at ut (/Users/cayolegal/Documents/BDP/labarra-app-py/node_modules/react-devtools-core/dist/standalone.js:2:1073442)
    at jt (/Users/cayolegal/Documents/BDP/labarra-app-py/node_modules/react-devtools-core/dist/standalone.js:2:1100719)
    at Os (/Users/cayolegal/Documents/BDP/labarra-app-py/node_modules/react-devtools-core/dist/standalone.js:2:1173613)
    at i_ (/Users/cayolegal/Documents/BDP/labarra-app-py/node_modules/react-devtools-core/dist/standalone.js:2:1367821)
```


### GitHub query string (automated)

```text
https://api.github.com/search/issues?q=The ""path"" argument must be of type string. Received undefined in:title is:issue is:open is:public label:""Component: Developer Tools"" repo:facebook/react
```
","['Type: Bug', 'Status: Unconfirmed', 'Component: Developer Tools']",2024-09-06T21:05:13Z,1,4,https://github.com/facebook/react/issues/30898,Syntax Error
72,facebook/react,[Compiler Bug]: eslint-plugin-react-compiler errors when updating initialization of ref.current,"### What kind of issue is this?

- [ ] React Compiler core (the JS output is incorrect, or your app works incorrectly after optimization)
- [ ] babel-plugin-react-compiler (build issue installing or using the Babel plugin)
- [X] eslint-plugin-react-compiler (build issue installing or using the eslint plugin)
- [ ] react-compiler-healthcheck (build issue installing or using the healthcheck script)

### Link to repro

https://playground.react.dev/#N4Igzg9grgTgxgUxALhAHRFMCAEcA2AlggHYAuGA3GiTYQLYAOEMZOwOWCASggGY4Avjj4wI9HBhgIAhnAohqtEnAgkwbAKoA5AJJ6AKroCCAGV0AtAKIARHAF4cAZQCe9AEYR8ACgw79ukZmlrYYAJRKNAgAHsyseGoanNgA8iq4jgA8BgA0AHzehCSEZIQy+ABq5VAIyDgGOAA+ON7eYQ559WHt9p3ANDgJ6mzSAo5cvAKZ9U04ZC6MCBAC-oYm5tZ2nd6rgeshNhE0AziEAt6jAHRwsNLkDvaOu0Ebtu39JIODVzcwd2yOeaLZanYqlcpVfA1B6ODB8KAqUpqDA4AD8oJKZUq1QQbRwdSKmIhOKUg0Ex0+OGkZFgnx+t1IZCUgkiJBicTYABN+DIoPg2PDEYQ1DgALIuYyMRh4j7fBA0mCfTKcwgANzyAAkEPh8BAcAB1Fj4TmZAD0KvVzJoIEEQA

### Repro steps

1. Initialize `useRef` with some dummy value (e.g. null, Symbol, undefined, etc.) to be changed after initialization/during render.
2. Update `ref.current` by checking whether it is equivalent to its initial condition (as per documentation: [useRef#Avoiding recreating the ref contents](https://react.dev/reference/react/useRef#avoiding-recreating-the-ref-contents))
  - > To solve it, you may initialize the ref like this instead:
  ```
  function Video() {
    const playerRef = useRef(null);
    if (playerRef.current === null) {
      playerRef.current = new VideoPlayer();
    }
    // ...
  ```

  - > Normally, writing or reading ref.current during render is not allowed. However, it’s fine in this case because the result is always the same, and the condition only executes during initialization so it’s fully predictable.
  
3. eslint-plugin-react-compiler gives error

```
InvalidReact: Ref values (the `current` property) may not be accessed during render. (https://react.dev/reference/react/useRef)
```

### How often does this bug happen?

Every time

### What version of React are you using?

19.0.0-rc-1d989965-20240821","['Type: Bug', 'Status: Unconfirmed', 'Component: Optimizing Compiler']",2024-08-21T23:52:41Z,9,10,https://github.com/facebook/react/issues/30782,Logical Bug
73,facebook/react,"[DevTools Bug]: inspecting pseudo-elements in Firefox gives error `Permission denied to access property ""__reactFiber$sofadm08s2""`","### Website or app

https://wk82tp.csb.app/

### Repro steps

1. Go to the Sandbox link in Firefox (129.0.2), with React DevTools (5.3.1)
2. Open the inspector.
3. Select the `::after` pseudo-element next to the `<h1>`.

### More Info
I add a screenshot of the issue.
<img width=""1305"" alt=""Screenshot 2024-08-21 at 09 06 24"" src=""https://github.com/user-attachments/assets/d3e869af-80f1-44d5-a9ec-a47ed8472974"">

This is happening from a while. Of course, is not a big issue, because if I close the error on the main screen, I can keep working. And until now I wasn't using much of pseudo-elements. 

But now, I'm working on a new feature in our app, where I'm relying hardly on `::after` en `::before` pseudo elements. And it is quite annoying.

This is happening since DevTools 4.28.4. Until v4.27.8 I didn't had problems. On this version (4.27.8) the error is shown only when opening the tab ""(React) Components"" in the inspector... which kind of make sense, right?. 

What doesn't make sense (to me) is that I got this error when inspecting the pseudo-element in the basic firefox inspector (trying to apply css properties on it).

### How often does this bug happen?

Every time
","['Type: Bug', 'Status: Unconfirmed', 'Component: Developer Tools']",2024-08-21T07:08:14Z,2,8,https://github.com/facebook/react/issues/30772,Syntax Error
74,facebook/react,[DevTools Bug]: Inconsistent behavior; React dev tools does not recognize a react website; 'service worker(inactive)',"### Website or app

https://healthbridge-silk.vercel.app/

### Repro steps

I have a two profiles on my chrome browser one personal other work related.
1. Installed dev tool extension about a few months back on work profile.
2. Installed the same extension on my personal profile.
3. Works flawlessly on my work profile but in my personal profile has error ""service worker(inactive)""

On my personal profile it does not recognize any react websites and on clicking the extension gives ""Page does not seem to be using react"". Works flawlessly on my work profile.

Image from my personal account:
![Screenshot_20240820_223428](https://github.com/user-attachments/assets/ef86ea22-a0f2-4cbb-80c2-97aab630afe2)

Image from my work account:
![image](https://github.com/user-attachments/assets/599160ca-61a5-4b7d-9924-04aed66a6aea)


EDIT: I checked the extension errors in my personal account and here is a screen shot of it:
There are no stack traces for any of the errors.
![image](https://github.com/user-attachments/assets/0b1805c9-4ce0-4ae6-96a0-e1d2e0ef5b04)



### How often does this bug happen?

Every time

### DevTools package (automated)

_No response_

### DevTools version (automated)

_No response_

### Error message (automated)

_No response_

### Error call stack (automated)

_No response_

### Error component stack (automated)

_No response_

### GitHub query string (automated)

_No response_","['Type: Bug', 'Status: Unconfirmed', 'Component: Developer Tools']",2024-08-20T17:22:41Z,0,2,https://github.com/facebook/react/issues/30754,Syntax Error
75,facebook/react,"[React 19] `use()` promise from state causes ""async/await is not yet supported in Client Components"" error","## Summary

https://stackblitz.com/edit/vitejs-vite-kbccdh?file=src%2FApp.tsx

```tsx
import { use, useState } from 'react';

export default function App() {
  const [p] = useState(() => new Promise((res) => setTimeout(res, 500)));

  use(p);
  return 'hello!';
}
```

Note: I do not have a parent Suspense boundary.

### Actual behaviour

An error is thrown

> Error: async/await is not yet supported in Client Components, only Server Components. This error is often caused by accidentally adding `'use client'` to a module that was originally written for the server.

### Expected behaviour

I think this should render ""hello!"". If I lift the promise out of the state initialiser into the module, there is no error - React holds from rendering the app until the promise resolves.

```tsx
// This works fine, even without a parent <Suspense>
const p = new Promise((res) => setTimeout(res, 500));
export default function App() {
  use(p);
  return 'hello!';
}
```

If it's expected to throw an error in this scenario, then I think the error message should be improved. It should log the error message about the component suspended without a parent suspense boundary. I do think this is inconsistent though, and in original example should just work.","['Type: Bug', 'React 19']",2024-08-15T10:03:34Z,3,3,https://github.com/facebook/react/issues/30709,Syntax Error
76,facebook/react,[React 19] No re-render after 'useActionState' action queue finishes,"## Summary

When multiple client side actions are scheduled via `useActionState`, the ""Action queue"" promises are processed sequentially as expected. However after the last action promise resolves, the component is not re-rendered. This means, the component is stuck in ""loading"" without access to ""data"".

### Steps to reproduce

1. Open the demo here: https://codesandbox.io/p/sandbox/use-action-state-stuck-xl72xk?file=%2Fsrc%2FApp.js
2. Click the ""Send request"" button two times.
3. After 10 seconds (each request is 5 seconds and processed sequentially), the component still shows ""Loading..."" and not the dummy data (as I would expect).


#### Notes
* When only one ""action"" is scheduled (button clicked once), the component re-renders when the action is done, as expected.
* The promise ""delay"" seems to have an effect. When `REQUEST_DELAY` is set lower i.e. 1000ms, this ""issue"" is not present.
* Possibly related: https://github.com/facebook/react/issues/27630

Is this behavior intentional?

","['Type: Bug', 'React 19']",2024-08-14T12:04:29Z,2,0,https://github.com/facebook/react/issues/30691,UI/UX Bug
77,facebook/react,[DevTools Bug]: Cannot view source with remote sourcemap containing absolute `sources`,"### Website or app

www.airbnb.com

### Repro steps

1. Visit www.airbnb.com
2. Use component inspector to inspect a React component
3. Attempt to jump to source and observe that it fails

You won't be able to repro this since the sourcemaps aren't publicly accessible, but hopefully my issue description below explains the matter clearly:

Our sourcemaps contain no `sourceRoot`, but the `sources` are absolute paths (e.g `/foo/bar/baz/main.js`). The sourcemaps are uploaded to a domain `sourcemaps.d.musta.ch` and our minified JS files contain `sourceMappingURL=https://sourcemaps.d.musta.ch/foo/bar/baz.js.map` comments pointing to them. 

Per the [spec](https://sourcemaps.info/spec.html#h.75yo6yoyk7x5):
> Resolving Sources
If the sources are not absolute URLs after prepending of the “sourceRoot”, the sources are resolved relative to the SourceMap (like resolving script src in a html document).

Chrome follows the spec. `/foo/bar/baz/main.js` is an absolute *filesystem path*, but it is not an absolute `URL` - it would need to be something like `file:///foo/bar/baz/main.js` to be an absolute URL. Therefore, Chrome resolves the path relative to the sourcemap, resulting in `https://sourcemaps.d.musta.ch/foo/bar/baz/main.js`. This is the path that shows up in the Sources tab. 

However, the React code here does not follow the spec:
https://github.com/facebook/react/blob/8e60bacd08215bd23f0bf05dde407cd133885aa1/packages/react-devtools-shared/src/symbolicateSource.js#L101

As a result, the sourceURL remains `/foo/bar/baz/main.js`. The ""View Source"" functionality is broken since that doesn't point to a valid path. 

### How often does this bug happen?

Every time

### DevTools package (automated)

_No response_

### DevTools version (automated)

_No response_

### Error message (automated)

_No response_

### Error call stack (automated)

_No response_

### Error component stack (automated)

_No response_

### GitHub query string (automated)

_No response_","['Type: Bug', 'Status: Unconfirmed', 'Component: Developer Tools']",2024-08-13T22:22:45Z,3,0,https://github.com/facebook/react/issues/30682,Runtime Error
78,facebook/react,"[DevTools Bug] Cannot add node ""1"" because a node with that id is already in the Store.","### Website or app

local repo

### Repro steps

just loaded the local  react app

### How often does this bug happen?

Every time

### DevTools package (automated)

react-devtools-extensions

### DevTools version (automated)

5.3.1-ccb20cb88b

### Error message (automated)

Cannot add node ""1"" because a node with that id is already in the Store.

### Error call stack (automated)

```text
at chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1172435
    at v.emit (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1141877)
    at chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1143565
    at bridgeListener (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1551564)
```


### Error component stack (automated)

_No response_

### GitHub query string (automated)

```text
https://api.github.com/search/issues?q=Cannot add node  because a node with that id is already in the Store. in:title is:issue is:open is:public label:""Component: Developer Tools"" repo:facebook/react
```
","['Type: Bug', 'Status: Unconfirmed', 'Component: Developer Tools']",2024-08-06T09:20:37Z,12,8,https://github.com/facebook/react/issues/30607,Syntax Error
79,facebook/react,[React 19] Controlled `<select>` component is subject to automatic form reset,"The controlled component also resets the ""select"" after the action is triggered.
but the ""input"" component does not.

```jsx
""use client"";
import { useActionState, useState } from ""react"";
function add() {
  return Date.now();
}
export default function Page() {
  const [state, formAction] = useActionState(add, 0);
  const [name, setName] = useState("""");
  const [type, setType] = useState(""2"");
  return (
    <form action={formAction}>
      <p>{state}</p>
      <p>
        <input
          type=""text""
          value={name}
          onChange={(e) => setName(e.target.value)}
        />
      </p>
      <p>
        <select
          name=""gender""
          value={type}
          onChange={(e) => setType(e.target.value)}
        >
          <option value=""1"">1</option>
          <option value=""2"">2</option>
          <option value=""3"">3</option>
        </select>
      </p>
      <button>submit</button>
    </form>
  );
}
```

![20240802-193357](https://github.com/user-attachments/assets/c61f2b1c-a00c-4982-aba3-5061770f719a)

Repro: https://codesandbox.io/p/sandbox/stupefied-cohen-n578l6","['Type: Bug', 'React 19']",2024-08-02T10:01:56Z,20,8,https://github.com/facebook/react/issues/30580,UI/UX Bug
80,facebook/react,"[DevTools Bug] Cannot remove node ""366"" because no matching node was found in the Store.","### Website or app

http://localhost:3000/welcome

### Repro steps

### I created token for user authentication and pass into context so that user can reuse that token to call an API 
when i logout or login on my localhost i see this error 

**STEP 1 Create a token** 
export const executeBasicAuthenticationService
    = (token) => apiClient.get(`/basicauth`,{
        headers: {
            Authorization: token
        }
    })

**STEP-2 Pass into context**

async function login(username, password) {



  const baToken = 'Basic ' + window.btoa( username + "":"" + password )
  
  try{

  
  const response = await executeBasicAuthenticationService(baToken)
  
  if(response.status==200){
        setAuthenticated(true)
        setUsername(username)
        settoken(baToken)
         return true
       
    } else {
       logout()
        return false
      
     }
}  catch(error){
  logout()
  return false
}

 }

function logout(){
setAuthenticated(false)
settoken(null)
setUsername(null)
}

    return (
  <AuthContext.Provider value={ {isAuthenticated,setAuthenticated,login,logout,username,token} }>

    {children}
  </AuthContext.Provider>


    )
}

    

### How often does this bug happen?

Every time

### DevTools package (automated)

react-devtools-extensions

### DevTools version (automated)

5.3.1-ccb20cb88b

### Error message (automated)

Cannot remove node ""366"" because no matching node was found in the Store.

### Error call stack (automated)

```text
at chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1174132
    at v.emit (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1141877)
    at chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1143565
    at bridgeListener (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1551564)
```


### Error component stack (automated)

_No response_

### GitHub query string (automated)

```text
https://api.github.com/search/issues?q=Cannot remove node  because no matching node was found in the Store. in:title is:issue is:open is:public label:""Component: Developer Tools"" repo:facebook/react
```
","['Type: Bug', 'Status: Unconfirmed', 'Component: Developer Tools']",2024-08-02T08:17:10Z,2,1,https://github.com/facebook/react/issues/30577,Syntax Error
